film,userid,score
《破风》 , 1476  ,  6.5
《前任2：备胎反击战》 , 1177  ,  3.9
《浪漫天降》 , 1280  ,  6.0
《既然青春留不住》 , 1007  ,  9.3
《前任2：备胎反击战》 , 1291  ,  3.8
《万物生长》 , 1274  ,  9.7
《万物生长》 , 1028  ,  8.7
《简单爱》 , 1095  ,  8.4
《探灵档案》 , 1252  ,  9.8
《分手再说我爱你》 , 1270  ,  6.4
《少年班》 , 1194  ,  8.5
《少年班》 , 1111  ,  3.9
《将错就错》 , 1344  ,  4.9
《将错就错》 , 1363  ,  5.7
《既然青春留不住》 , 1123  ,  6.2
《闯入者》 , 1324  ,  5.9
《怦然星动》 , 1334  ,  7.2
《前任2：备胎反击战》 , 1117  ,  3.9
《探灵档案》 , 1114  ,  9.1
《失孤》 , 1161  ,  8.3
《万物生长》 , 1231  ,  5.2
《将错就错》 , 1357  ,  3.1
《一路惊喜》 , 1377  ,  4.4
《既然青春留不住》 , 1118  ,  8.8
《少年班》 , 1274  ,  8.2
《闯入者》 , 1258  ,  3.9
《最美的时候遇见你》 , 1141  ,  9.2
《怦然星动》 , 1074  ,  8.8
《天将雄师》 , 1246  ,  6.4
《简单爱》 , 1176  ,  5.6
《前任2：备胎反击战》 , 1080  ,  4.1
《怦然星动》 , 1065  ,  4.2
《浪漫天降》 , 1124  ,  9.3
《分手再说我爱你》 , 1455  ,  4.4
《既然青春留不住》 , 1425  ,  9.5
《怦然星动》 , 1429  ,  6.0
《分手再说我爱你》 , 1324  ,  8.6
《冲上云霄》 , 1454  ,  3.9
《简单爱》 , 1259  ,  5.2
《闯入者》 , 1388  ,  6.0
《冲上云霄》 , 1378  ,  6.2
《紫霞》 , 1021  ,  9.3
《将错就错》 , 1110  ,  7.6
《浪漫天降》 , 1065  ,  3.2
《前任2：备胎反击战》 , 1499  ,  3.7
《怦然星动》 , 1246  ,  4.5
《万物生长》 , 1367  ,  8.7
《闯入者》 , 1246  ,  3.2
《少年班》 , 1177  ,  6.2
《万物生长》 , 1321  ,  8.8
《恶棍天使》 , 1252  ,  9.8
《浪漫天降》 , 1394  ,  4.4
《紫霞》 , 1377  ,  4.3
《坏蛋必须死》 , 1162  ,  4.6
《坏蛋必须死》 , 1313  ,  9.8
《紫霞》 , 1080  ,  5.3
《紫霞》 , 1425  ,  3.6
《浪漫天降》 , 1177  ,  8.5
《紫霞》 , 1014  ,  3.5
《探灵档案》 , 1152  ,  8.4
《怦然星动》 , 1447  ,  4.4
《最美的时候遇见你》 , 1318  ,  4.2
《破风》 , 1071  ,  5.3
《既然青春留不住》 , 1142  ,  7.6
《坏蛋必须死》 , 1225  ,  6.0
《一路惊喜》 , 1202  ,  6.2
《天将雄师》 , 1129  ,  4.7
《将错就错》 , 1395  ,  9.2
《怦然星动》 , 1321  ,  9.5
《坏蛋必须死》 , 1226  ,  8.8
《天将雄师》 , 1098  ,  5.3
《分手再说我爱你》 , 1264  ,  8.4
《将错就错》 , 1013  ,  9.7
《闯入者》 , 1125  ,  6.1
《爱情魔发师》 , 1085  ,  9.4
《最美的时候遇见你》 , 1231  ,  7.6
《爱情魔发师》 , 1010  ,  5.0
《分手再说我爱你》 , 1469  ,  5.1
《一路惊喜》 , 1072  ,  6.8
《分手再说我爱你》 , 1246  ,  8.8
《少年班》 , 1378  ,  6.2
《分手再说我爱你》 , 1188  ,  4.5
《少年班》 , 1283  ,  7.2
《浪漫天降》 , 1259  ,  3.6
《失孤》 , 1059  ,  8.2
《一路惊喜》 , 1246  ,  3.9
《一路惊喜》 , 1359  ,  3.1
《失孤》 , 1198  ,  6.4
《恶棍天使》 , 1407  ,  8.6
《闯入者》 , 1059  ,  9.8
《冲上云霄》 , 1321  ,  5.0
《探灵档案》 , 1347  ,  4.8
《前任2：备胎反击战》 , 1368  ,  3.3
《既然青春留不住》 , 1368  ,  6.5
《坏蛋必须死》 , 1236  ,  4.6
《万物生长》 , 1150  ,  5.3
《一念天堂》 , 1240  ,  3.0
《分手再说我爱你》 , 1071  ,  6.2
《一路惊喜》 , 1218  ,  4.3
《浪漫天降》 , 1386  ,  4.4
《分手再说我爱你》 , 1071  ,  6.2
《前任2：备胎反击战》 , 1180  ,  8.1
《一路惊喜》 , 1141  ,  7.6
《既然青春留不住》 , 1347  ,  8.2
《一念天堂》 , 1177  ,  3.6
《冲上云霄》 , 1231  ,  5.6
《万物生长》 , 1316  ,  5.2
《闯入者》 , 1276  ,  9.5
《简单爱》 , 1395  ,  9.5
《冲上云霄》 , 1315  ,  9.3
《冲上云霄》 , 1075  ,  4.8
《将错就错》 , 1088  ,  6.8
《将错就错》 , 1462  ,  3.8
《前任2：备胎反击战》 , 1014  ,  6.8
《爱情魔发师》 , 1462  ,  9.7
《少年班》 , 1406  ,  3.4
《恶棍天使》 , 1425  ,  8.2
《浪漫天降》 , 1104  ,  4.4
《既然青春留不住》 , 1444  ,  8.4
《坏蛋必须死》 , 1088  ,  7.4
《前任2：备胎反击战》 , 1124  ,  9.0
《最美的时候遇见你》 , 1218  ,  6.8
《既然青春留不住》 , 1386  ,  5.7
《冲上云霄》 , 1109  ,  9.7
《少年班》 , 1225  ,  6.9
《恶棍天使》 , 1324  ,  4.6
《天将雄师》 , 1231  ,  8.7
《最美的时候遇见你》 , 1258  ,  4.5
《爱情魔发师》 , 1302  ,  7.5
《前任2：备胎反击战》 , 1252  ,  5.0
《探灵档案》 , 1258  ,  4.4
《天将雄师》 , 1014  ,  6.9
《冲上云霄》 , 1315  ,  7.5
《紫霞》 , 1130  ,  9.1
《怦然星动》 , 1357  ,  3.9
《万物生长》 , 1455  ,  6.5
《坏蛋必须死》 , 1071  ,  7.9
《分手再说我爱你》 , 1219  ,  9.1
《将错就错》 , 1117  ,  3.1
《分手再说我爱你》 , 1071  ,  3.0
《一路惊喜》 , 1380  ,  6.8
《爱情魔发师》 , 1305  ,  3.0
《万物生长》 , 1377  ,  5.7
《坏蛋必须死》 , 1119  ,  6.1
《既然青春留不住》 , 1454  ,  3.7
《爱情魔发师》 , 1159  ,  9.3
《探灵档案》 , 1074  ,  6.2
《一路惊喜》 , 1380  ,  4.2
《万物生长》 , 1004  ,  5.3
《探灵档案》 , 1022  ,  3.1
《失孤》 , 1280  ,  8.2
《天将雄师》 , 1468  ,  3.9
《恶棍天使》 , 1428  ,  5.6
《分手再说我爱你》 , 1386  ,  5.6
《爱情魔发师》 , 1250  ,  9.5
《将错就错》 , 1201  ,  9.4
《冲上云霄》 , 1250  ,  7.0
《少年班》 , 1091  ,  5.9
《少年班》 , 1321  ,  9.5
《破风》 , 1447  ,  3.1
《爱情魔发师》 , 1486  ,  9.3
《紫霞》 , 1215  ,  6.2
《将错就错》 , 1347  ,  3.7
《紫霞》 , 1026  ,  8.7
《恶棍天使》 , 1268  ,  8.7
《最美的时候遇见你》 , 1021  ,  3.4
《既然青春留不住》 , 1388  ,  4.8
《将错就错》 , 1200  ,  8.3
《分手再说我爱你》 , 1071  ,  5.7
《闯入者》 , 1274  ,  4.2
《失孤》 , 1450  ,  5.9
《探灵档案》 , 1407  ,  9.1
《怦然星动》 , 1152  ,  9.7
《一路惊喜》 , 1280  ,  8.4
《天将雄师》 , 1162  ,  6.3
《破风》 , 1454  ,  5.3
《一路惊喜》 , 1447  ,  3.3
《破风》 , 1161  ,  5.6
《坏蛋必须死》 , 1022  ,  4.9
《少年班》 , 1317  ,  8.8
《一路惊喜》 , 1264  ,  5.3
《最美的时候遇见你》 , 1122  ,  9.8
《将错就错》 , 1258  ,  3.9
《一路惊喜》 , 1450  ,  5.1
《分手再说我爱你》 , 1270  ,  6.2
《闯入者》 , 1188  ,  9.5
《万物生长》 , 1473  ,  5.9
《分手再说我爱你》 , 1334  ,  4.2
《简单爱》 , 1313  ,  7.2
《简单爱》 , 1007  ,  5.3
《少年班》 , 1374  ,  3.0
《简单爱》 , 1180  ,  9.7
《少年班》 , 1263  ,  9.1
《冲上云霄》 , 1429  ,  8.6
《既然青春留不住》 , 1201  ,  6.2
《坏蛋必须死》 , 1291  ,  5.3
《紫霞》 , 1292  ,  9.1
《闯入者》 , 1447  ,  6.8
《恶棍天使》 , 1110  ,  7.2
《分手再说我爱你》 , 1215  ,  3.0
《少年班》 , 1045  ,  5.7
《既然青春留不住》 , 1045  ,  3.2
《冲上云霄》 , 1202  ,  5.8
《万物生长》 , 1454  ,  4.9
《紫霞》 , 1139  ,  5.9
《冲上云霄》 , 1059  ,  3.2
《天将雄师》 , 1102  ,  9.4
《天将雄师》 , 1389  ,  3.4
《少年班》 , 1268  ,  5.0
《万物生长》 , 1218  ,  8.6
《既然青春留不住》 , 1252  ,  5.6
《冲上云霄》 , 1219  ,  5.7
《将错就错》 , 1059  ,  3.9
《闯入者》 , 1324  ,  4.8
《破风》 , 1280  ,  5.3
《坏蛋必须死》 , 1128  ,  5.3
《爱情魔发师》 , 1324  ,  4.1
《万物生长》 , 1293  ,  5.2
《失孤》 , 1455  ,  8.2
《探灵档案》 , 1395  ,  4.3
《简单爱》 , 1499  ,  8.0
《浪漫天降》 , 1013  ,  7.5
《简单爱》 , 1152  ,  3.1
《少年班》 , 1124  ,  7.0
《简单爱》 , 1377  ,  3.3
《万物生长》 , 1007  ,  8.6
《一路惊喜》 , 1218  ,  6.9
《简单爱》 , 1177  ,  7.3
《分手再说我爱你》 , 1001  , 10.0
《最美的时候遇见你》 , 1274  ,  7.2
《紫霞》 , 1468  ,  3.9
《失孤》 , 1433  ,  5.7
《既然青春留不住》 , 1289  ,  7.2
《分手再说我爱你》 , 1470  ,  9.5
《探灵档案》 , 1456  ,  3.8
《简单爱》 , 1028  ,  3.9
《恶棍天使》 , 1250  ,  4.8
《失孤》 , 1007  ,  3.1
《恶棍天使》 , 1216  ,  4.4
《闯入者》 , 1226  ,  5.2
《闯入者》 , 1270  ,  3.7
《一念天堂》 , 1177  ,  3.9
《天将雄师》 , 1162  ,  9.7
《爱情魔发师》 , 1317  ,  5.7
《浪漫天降》 , 1315  ,  6.1
《闯入者》 , 1225  ,  3.8
《少年班》 , 1462  ,  9.1
《闯入者》 , 1169  ,  5.3
《最美的时候遇见你》 , 1088  ,  5.9
《浪漫天降》 , 1270  ,  5.2
《万物生长》 , 1006  ,  7.3
《一念天堂》 , 1114  ,  8.2
《最美的时候遇见你》 , 1454  ,  4.4
《将错就错》 , 1385  ,  3.4
《坏蛋必须死》 , 1206  ,  6.9
《破风》 , 1394  ,  3.4
《坏蛋必须死》 , 1225  ,  4.3
《一念天堂》 , 1200  ,  6.1
《既然青春留不住》 , 1080  ,  7.2
《失孤》 , 1425  ,  8.8
《怦然星动》 , 1042  ,  9.2
《简单爱》 , 1241  ,  8.7
《一念天堂》 , 1428  ,  3.5
《紫霞》 , 1184  ,  6.2
《一路惊喜》 , 1161  ,  5.7
《前任2：备胎反击战》 , 1195  ,  4.8
《闯入者》 , 1158  ,  5.3
《天将雄师》 , 1025  ,  6.2
《坏蛋必须死》 , 1109  ,  5.7
《一念天堂》 , 1128  ,  7.2
《浪漫天降》 , 1455  ,  6.4
《万物生长》 , 1080  ,  3.3
《爱情魔发师》 , 1119  ,  9.7
《既然青春留不住》 , 1406  ,  6.4
《爱情魔发师》 , 1293  ,  7.1
《最美的时候遇见你》 , 1206  ,  7.2
《一路惊喜》 , 1093  ,  5.7
《简单爱》 , 1219  ,  7.3
《前任2：备胎反击战》 , 1079  ,  6.7
《将错就错》 , 1400  ,  7.9
《怦然星动》 , 1402  ,  9.7
《一念天堂》 , 1357  ,  8.8
《少年班》 , 1296  ,  3.6
《坏蛋必须死》 , 1050  ,  9.9
《怦然星动》 , 1395  ,  7.2
《闯入者》 , 1291  ,  8.4
《浪漫天降》 , 1252  ,  6.2
《前任2：备胎反击战》 , 1086  ,  4.2
《怦然星动》 , 1429  ,  7.5
《怦然星动》 , 1104  ,  4.4
《冲上云霄》 , 1159  ,  7.2
《简单爱》 , 1190  ,  3.7
《前任2：备胎反击战》 , 1117  ,  6.8
《爱情魔发师》 , 1491  ,  4.2
《失孤》 , 1252  ,  9.8
《恶棍天使》 , 1321  ,  6.9
《浪漫天降》 , 1388  ,  5.3
《分手再说我爱你》 , 1075  ,  4.5
《坏蛋必须死》 , 1091  ,  9.5
《失孤》 , 1425  ,  9.2
《冲上云霄》 , 1411  ,  8.2
《一路惊喜》 , 1391  ,  9.5
《爱情魔发师》 , 1381  ,  9.5
《将错就错》 , 1423  ,  9.5
《一路惊喜》 , 1219  ,  7.0
《探灵档案》 , 1444  ,  4.5
《怦然星动》 , 1250  ,  4.8
《将错就错》 , 1289  ,  4.5
《冲上云霄》 , 1474  ,  7.3
《怦然星动》 , 1316  ,  4.4
《少年班》 , 1177  ,  3.4
《闯入者》 , 1021  ,  7.5
《坏蛋必须死》 , 1047  ,  9.8
《简单爱》 , 1128  ,  7.7
《前任2：备胎反击战》 , 1462  ,  3.9
《万物生长》 , 1088  ,  5.2
《浪漫天降》 , 1022  ,  8.3
《爱情魔发师》 , 1109  ,  7.0
《少年班》 , 1021  ,  9.7
《一路惊喜》 , 1216  ,  6.2
《紫霞》 , 1071  ,  5.3
《爱情魔发师》 , 1476  ,  6.2
《最美的时候遇见你》 , 1012  ,  3.1
《既然青春留不住》 , 1311  ,  5.2
《怦然星动》 , 1035  ,  8.5
《浪漫天降》 , 1425  ,  6.5
《将错就错》 , 1154  ,  5.7
《失孤》 , 1022  ,  7.2
《冲上云霄》 , 1114  ,  8.5
《浪漫天降》 , 1079  ,  4.8
《将错就错》 , 1259  ,  6.4
《浪漫天降》 , 1241  ,  6.6
《简单爱》 , 1317  ,  8.0
《紫霞》 , 1231  ,  9.1
《浪漫天降》 , 1195  ,  7.3
《闯入者》 , 1236  ,  4.7
《一念天堂》 , 1455  ,  4.4
《分手再说我爱你》 , 1159  ,  7.9
《最美的时候遇见你》 , 1015  ,  6.0
《前任2：备胎反击战》 , 1012  ,  6.0
《浪漫天降》 , 1125  ,  3.7
《失孤》 , 1091  ,  7.2
《万物生长》 , 1213  ,  4.4
《探灵档案》 , 1403  ,  7.6
《万物生长》 , 1231  ,  3.9
《万物生长》 , 1454  ,  9.5
《少年班》 , 1428  ,  8.9
《既然青春留不住》 , 1070  ,  8.8
《怦然星动》 , 1216  ,  8.0
《坏蛋必须死》 , 1037  ,  9.4
《紫霞》 , 1456  ,  5.2
《紫霞》 , 1067  ,  6.7
《冲上云霄》 , 1057  ,  7.8
《怦然星动》 , 1233  ,  8.3
《一路惊喜》 , 1037  ,  4.9
《失孤》 , 1178  ,  8.2
《闯入者》 , 1176  ,  8.5
《将错就错》 , 1065  ,  9.1
《浪漫天降》 , 1377  ,  8.2
《一路惊喜》 , 1264  ,  4.2
《恶棍天使》 , 1113  ,  6.5
《爱情魔发师》 , 1321  ,  6.2
《闯入者》 , 1289  ,  9.0
《一念天堂》 , 1184  ,  3.8
《既然青春留不住》 , 1241  ,  5.7
《简单爱》 , 1177  ,  4.5
《万物生长》 , 1103  ,  8.2
《浪漫天降》 , 1119  ,  4.6
《失孤》 , 1258  ,  9.1
《探灵档案》 , 1402  ,  4.2
《坏蛋必须死》 , 1074  ,  7.2
《既然青春留不住》 , 1123  ,  4.8
《将错就错》 , 1400  ,  4.6
《万物生长》 , 1001  ,  9.4
《少年班》 , 1013  ,  3.3
《前任2：备胎反击战》 , 1088  ,  5.7
《前任2：备胎反击战》 , 1031  ,  7.2
《紫霞》 , 1447  ,  5.1
《坏蛋必须死》 , 1283  ,  4.6
《浪漫天降》 , 1492  ,  3.1
《一念天堂》 , 1118  ,  9.1
《简单爱》 , 1385  ,  7.2
《天将雄师》 , 1433  ,  3.7
《万物生长》 , 1129  ,  7.0
《恶棍天使》 , 1340  ,  3.7
《探灵档案》 , 1113  ,  3.9
《前任2：备胎反击战》 , 1194  ,  7.3
《破风》 , 1367  ,  8.2
《一念天堂》 , 1368  ,  3.2
《将错就错》 , 1200  ,  3.9
《爱情魔发师》 , 1103  ,  4.2
《探灵档案》 , 1200  ,  4.5
《失孤》 , 1111  ,  4.2
《前任2：备胎反击战》 , 1154  ,  6.8
《冲上云霄》 , 1360  ,  4.5
《一路惊喜》 , 1418  ,  5.2
《天将雄师》 , 1085  ,  7.3
《破风》 , 1084  ,  7.2
《爱情魔发师》 , 1316  ,  6.3
《浪漫天降》 , 1125  ,  8.8
《一路惊喜》 , 1385  ,  4.2
《最美的时候遇见你》 , 1013  ,  7.3
《一念天堂》 , 1022  ,  3.0
《天将雄师》 , 1236  ,  8.2
《前任2：备胎反击战》 , 1235  ,  7.7
《闯入者》 , 1499  ,  6.1
《少年班》 , 1104  ,  7.2
《爱情魔发师》 , 1305  ,  4.8
《探灵档案》 , 1072  ,  5.2
《坏蛋必须死》 , 1469  ,  4.8
《怦然星动》 , 1316  ,  5.9
《一路惊喜》 , 1111  ,  8.0
《爱情魔发师》 , 1296  ,  7.6
《浪漫天降》 , 1195  ,  9.3
《将错就错》 , 1188  ,  3.9
《恶棍天使》 , 1476  ,  3.2
《闯入者》 , 1208  ,  5.9
《最美的时候遇见你》 , 1045  ,  6.2
《少年班》 , 1407  ,  5.3
《爱情魔发师》 , 1119  ,  6.9
《前任2：备胎反击战》 , 1462  ,  3.7
《前任2：备胎反击战》 , 1476  ,  9.5
《少年班》 , 1119  ,  5.7
《一念天堂》 , 1456  ,  4.2
《紫霞》 , 1305  ,  5.8
《破风》 , 1196  ,  4.1
《探灵档案》 , 1042  ,  7.0
《破风》 , 1305  ,  6.9
《简单爱》 , 1433  ,  8.2
《分手再说我爱你》 , 1214  ,  8.4
《闯入者》 , 1070  ,  6.5
《浪漫天降》 , 1129  ,  8.5
《冲上云霄》 , 1213  ,  4.1
《紫霞》 , 1378  ,  9.5
《冲上云霄》 , 1263  ,  3.2
《最美的时候遇见你》 , 1225  ,  9.3
《紫霞》 , 1394  ,  4.2
《紫霞》 , 1283  ,  7.3
《恶棍天使》 , 1159  ,  9.5
《闯入者》 , 1025  ,  7.0
《分手再说我爱你》 , 1205  ,  3.7
《怦然星动》 , 1345  ,  7.6
《怦然星动》 , 1098  ,  9.5
《爱情魔发师》 , 1010  ,  3.1
《破风》 , 1084  ,  4.2
《探灵档案》 , 1311  ,  5.7
《怦然星动》 , 1084  ,  5.4
《一路惊喜》 , 1363  ,  7.2
《前任2：备胎反击战》 , 1084  ,  6.0
《既然青春留不住》 , 1292  ,  9.1
《既然青春留不住》 , 1400  ,  9.5
《将错就错》 , 1492  ,  6.3
《失孤》 , 1057  ,  5.7
《万物生长》 , 1246  ,  7.6
《将错就错》 , 1122  ,  9.5
《坏蛋必须死》 , 1216  ,  8.8
《前任2：备胎反击战》 , 1045  ,  3.1
《紫霞》 , 1067  ,  7.6
《前任2：备胎反击战》 , 1322  ,  7.4
《万物生长》 , 1292  ,  5.3
《万物生长》 , 1492  ,  4.3
《少年班》 , 1381  ,  5.3
《坏蛋必须死》 , 1109  ,  5.9
《既然青春留不住》 , 1374  ,  8.8
《最美的时候遇见你》 , 1321  ,  3.0
《最美的时候遇见你》 , 1231  ,  5.7
《坏蛋必须死》 , 1359  ,  5.8
《一路惊喜》 , 1311  ,  6.4
《分手再说我爱你》 , 1305  ,  9.1
《简单爱》 , 1411  ,  4.1
《闯入者》 , 1444  ,  5.7
《失孤》 , 1110  ,  8.2
《冲上云霄》 , 1084  ,  8.9
《少年班》 , 1233  ,  7.6
《怦然星动》 , 1015  ,  5.8
《简单爱》 , 1274  ,  3.9
《将错就错》 , 1418  ,  4.4
《前任2：备胎反击战》 , 1236  ,  4.4
《浪漫天降》 , 1045  ,  9.2
《万物生长》 , 1086  ,  7.4
《坏蛋必须死》 , 1174  ,  9.7
《最美的时候遇见你》 , 1389  ,  3.7
《天将雄师》 , 1071  ,  6.2
《最美的时候遇见你》 , 1391  ,  3.9
《最美的时候遇见你》 , 1154  ,  3.9
《爱情魔发师》 , 1267  ,  3.9
《简单爱》 , 1125  ,  3.7
《最美的时候遇见你》 , 1068  ,  6.4
《怦然星动》 , 1374  ,  4.8
《怦然星动》 , 1110  ,  8.2
《简单爱》 , 1068  ,  7.0
《万物生长》 , 1259  ,  5.3
《冲上云霄》 , 1130  ,  4.8
《冲上云霄》 , 1429  ,  8.8
《探灵档案》 , 1233  ,  4.4
《最美的时候遇见你》 , 1491  ,  7.1
《爱情魔发师》 , 1214  ,  7.3
《失孤》 , 1174  ,  9.1
《一路惊喜》 , 1139  ,  4.8
《浪漫天降》 , 1209  ,  5.7
《怦然星动》 , 1091  ,  8.2
《紫霞》 , 1236  ,  6.4
《冲上云霄》 , 1167  ,  9.5
《天将雄师》 , 1456  ,  8.2
《浪漫天降》 , 1418  ,  4.2
《坏蛋必须死》 , 1206  ,  3.7
《天将雄师》 , 1150  ,  6.9
《紫霞》 , 1468  ,  4.3
《爱情魔发师》 , 1010  ,  3.1
《恶棍天使》 , 1013  ,  6.4
《怦然星动》 , 1263  ,  4.9
《冲上云霄》 , 1317  ,  5.3
《前任2：备胎反击战》 , 1276  ,  6.9
《简单爱》 , 1340  ,  4.8
《探灵档案》 , 1263  ,  4.3
《天将雄师》 , 1367  ,  4.8
《最美的时候遇见你》 , 1174  ,  4.6
《最美的时候遇见你》 , 1324  ,  3.2
《将错就错》 , 1423  ,  5.4
《最美的时候遇见你》 , 1159  ,  8.4
《探灵档案》 , 1395  ,  7.5
《破风》 , 1334  , 10.0
《既然青春留不住》 , 1324  ,  5.0
《天将雄师》 , 1004  ,  3.9
《简单爱》 , 1141  ,  4.7
《一念天堂》 , 1047  ,  7.3
《最美的时候遇见你》 , 1378  ,  8.7
《一路惊喜》 , 1174  ,  4.3
《冲上云霄》 , 1334  ,  9.2
《破风》 , 1124  ,  6.5
《一路惊喜》 , 1486  ,  6.6
《破风》 , 1400  ,  9.8
《一念天堂》 , 1274  ,  3.8
《坏蛋必须死》 , 1084  ,  3.9
《探灵档案》 , 1113  ,  6.1
《探灵档案》 , 1473  ,  4.8
《分手再说我爱你》 , 1152  ,  3.7
《冲上云霄》 , 1167  ,  7.9
《怦然星动》 , 1141  ,  6.4
《最美的时候遇见你》 , 1022  ,  8.8
《破风》 , 1213  ,  4.8
《一路惊喜》 , 1313  ,  8.6
《探灵档案》 , 1433  ,  4.1
《简单爱》 , 1492  ,  4.2
《破风》 , 1322  ,  9.1
《冲上云霄》 , 1407  ,  9.2
《既然青春留不住》 , 1015  ,  8.1
《既然青春留不住》 , 1200  ,  8.5
《紫霞》 , 1388  ,  6.0
《爱情魔发师》 , 1015  ,  3.3
《破风》 , 1276  ,  6.8
《分手再说我爱你》 , 1334  ,  4.4
《一路惊喜》 , 1259  ,  4.4
《浪漫天降》 , 1340  ,  7.2
《紫霞》 , 1344  ,  3.7
《探灵档案》 , 1250  ,  9.7
《分手再说我爱你》 , 1252  ,  5.7
《一路惊喜》 , 1468  ,  7.6
《前任2：备胎反击战》 , 1169  ,  8.7
《最美的时候遇见你》 , 1050  ,  5.3
《一念天堂》 , 1216  ,  3.7
《冲上云霄》 , 1213  ,  9.5
《既然青春留不住》 , 1225  ,  9.1
《前任2：备胎反击战》 , 1177  ,  3.9
《少年班》 , 1102  ,  5.9
《恶棍天使》 , 1450  ,  7.2
《天将雄师》 , 1368  ,  5.0
《怦然星动》 , 1296  ,  3.7
《天将雄师》 , 1235  ,  8.7
《少年班》 , 1201  ,  9.1
《前任2：备胎反击战》 , 1252  ,  3.9
《失孤》 , 1270  ,  8.4
《将错就错》 , 1150  ,  3.7
《前任2：备胎反击战》 , 1071  ,  4.8
《最美的时候遇见你》 , 1124  ,  6.7
《前任2：备胎反击战》 , 1117  ,  3.9
《最美的时候遇见你》 , 1057  ,  4.2
《最美的时候遇见你》 , 1305  ,  8.0
《破风》 , 1162  ,  3.3
《简单爱》 , 1482  ,  4.4
《怦然星动》 , 1425  ,  3.7
《前任2：备胎反击战》 , 1065  ,  7.5
《闯入者》 , 1205  ,  6.0
《少年班》 , 1059  ,  3.1
《最美的时候遇见你》 , 1026  ,  6.0
《冲上云霄》 , 1159  ,  6.5
《失孤》 , 1117  ,  9.7
《怦然星动》 , 1206  ,  5.3
《少年班》 , 1122  ,  8.8
《失孤》 , 1103  ,  3.9
《既然青春留不住》 , 1302  ,  4.5
《破风》 , 1110  ,  7.3
《紫霞》 , 1280  ,  8.3
《一念天堂》 , 1470  ,  8.0
《分手再说我爱你》 , 1359  ,  4.5
《冲上云霄》 , 1159  ,  4.2
《破风》 , 1492  ,  7.2
《坏蛋必须死》 , 1231  ,  8.5
《前任2：备胎反击战》 , 1267  ,  3.5
《最美的时候遇见你》 , 1313  ,  7.1
《一念天堂》 , 1321  ,  9.3
《简单爱》 , 1264  ,  9.9
《分手再说我爱你》 , 1428  ,  4.8
《简单爱》 , 1130  ,  4.2
《探灵档案》 , 1079  ,  9.2
《破风》 , 1072  ,  3.6
《既然青春留不住》 , 1469  ,  7.0
《将错就错》 , 1035  ,  4.4
《恶棍天使》 , 1104  ,  8.8
《浪漫天降》 , 1109  ,  7.2
《浪漫天降》 , 1021  ,  9.8
《坏蛋必须死》 , 1113  ,  7.8
《简单爱》 , 1130  ,  5.7
《爱情魔发师》 , 1050  ,  3.1
《最美的时候遇见你》 , 1191  ,  4.3
《将错就错》 , 1250  ,  3.2
《将错就错》 , 1177  ,  6.9
《既然青春留不住》 , 1454  ,  9.3
《恶棍天使》 , 1453  ,  7.1
《紫霞》 , 1233  ,  5.0
《爱情魔发师》 , 1429  ,  3.9
《前任2：备胎反击战》 , 1071  ,  4.2
《少年班》 , 1322  ,  4.4
《少年班》 , 1305  ,  3.5
《恶棍天使》 , 1492  ,  6.8
《前任2：备胎反击战》 , 1128  ,  7.3
《探灵档案》 , 1315  ,  7.8
《前任2：备胎反击战》 , 1072  ,  9.1
《恶棍天使》 , 1113  ,  8.6
《坏蛋必须死》 , 1012  ,  9.8
《怦然星动》 , 1218  ,  5.0
《冲上云霄》 , 1091  ,  8.6
《冲上云霄》 , 1374  ,  7.2
《天将雄师》 , 1084  ,  4.6
《简单爱》 , 1381  ,  6.9
《失孤》 , 1128  ,  5.2
《万物生长》 , 1098  ,  7.0
《失孤》 , 1188  ,  5.1
《探灵档案》 , 1389  ,  8.4
《一路惊喜》 , 1195  ,  7.5
《分手再说我爱你》 , 1388  ,  6.0
《简单爱》 , 1340  ,  7.5
《闯入者》 , 1191  ,  5.2
《闯入者》 , 1059  ,  5.0
《爱情魔发师》 , 1194  ,  7.0
《坏蛋必须死》 , 1152  ,  8.4
《破风》 , 1177  ,  5.6
《万物生长》 , 1324  ,  4.9
《破风》 , 1231  ,  4.4
《一念天堂》 , 1225  ,  8.6
《最美的时候遇见你》 , 1001  ,  4.8
《破风》 , 1130  ,  3.3
《前任2：备胎反击战》 , 1198  ,  8.5
《浪漫天降》 , 1130  ,  9.5
《一念天堂》 , 1276  ,  9.0
《既然青春留不住》 , 1174  ,  8.4
《爱情魔发师》 , 1267  ,  8.2
《将错就错》 , 1031  ,  3.4
《一念天堂》 , 1117  ,  5.2
《怦然星动》 , 1104  ,  8.8
《爱情魔发师》 , 1231  ,  6.2
《恶棍天使》 , 1188  ,  7.4
《一念天堂》 , 1042  ,  3.9
《浪漫天降》 , 1123  ,  3.7
《破风》 , 1462  ,  8.8
《少年班》 , 1499  ,  8.9
《既然青春留不住》 , 1067  ,  5.0
《恶棍天使》 , 1360  ,  5.3
《冲上云霄》 , 1195  ,  7.9
《坏蛋必须死》 , 1223  ,  3.3
《少年班》 , 1302  ,  5.0
《爱情魔发师》 , 1111  ,  9.7
《怦然星动》 , 1103  ,  9.4
《紫霞》 , 1059  ,  5.2
《天将雄师》 , 1360  ,  9.4
《紫霞》 , 1313  ,  6.9
《失孤》 , 1302  ,  5.3
《爱情魔发师》 , 1380  ,  3.3
